"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Anthony McFarland Jr.","PIT","3","RB","2","1","0","9","0","0","0","0","50","7.5","4.5","9","11","1","0","0","50","0","0","0","0","0","0","0","10","0","37","0","0","0","3.7","2.8","1","0.1","0","1","0","10","0","0","0","0","0","0","0","5.6","0.18","0.51"
"Clyde Edwards-Helaire","KC","2","RB","8","6","0","63","0","0","0","0","75","0.38","7.88","10.5","11.67","0","0","0","0","0","0","0","0","0","0","0","30","0","111","0","0","0","3.7","2.7","4","0.13","0","3","0","10","0","1","0","3.3","0","0","0","23.4","0.26","0.65"
"D'Andre Swift","DET","4","RB","17","15","0","82","0","0","0","1","88.2","-2.06","4.82","5.47","7.73","2","1","0","11.8","6.7","0","0","0","0","0","0","44","0","190","0","4","0","4.32","2.73","9","0.2","2","9","4","20.5","100","6","3","13.6","75","0","0","66.2","0.45","1.12"
"Cam Akers","LA","4","RB","11","8","0","96","0","0","0","1","72.7","4.82","8.73","12","8.38","2","1","0","18.2","12.5","0","0","0","0","0","0","86","0","340","1","1","0","3.95","2.5","9","0.1","1","22","1","25.6","100","7","0","8.1","0","0","0","60.6","0.33","0.64"
"A.J. Dillon","GB","3","RB","1","1","0","5","0","0","0","0","100","4","5","5","1","1","1","0","100","100","0","0","0","0","0","0","23","0","145","1","2","0","6.3","4.48","11","0.48","0","4","1","17.4","50","0","0","0","0","0","0","31","0.65","1.29"
"DeeJay Dallas","SEA","2","RB","3","2","0","11","0","0","0","0","66.7","-2.67","3.67","5.5","8.5","0","0","0","0","0","0","0","0","0","0","0","4","0","7","0","0","0","1.75","1.75","1","0.25","0","1","0","25","0","0","0","0","0","0","0","3.8","0.19","0.63"
"Minkah Fitzpatrick","PIT","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Nyheim Hines","IND","5","RB","22","20","0","120","0","0","0","1","90.9","-0.77","5.45","6","7.1","2","1","0","9.1","5","0","0","0","0","0","0","28","0","172","0","1","0","6.14","2.93","5","0.18","0","10","1","35.7","100","2","1","7.1","100","0","0","55.2","0.54","1.15"
"Jaylen Samuels","PIT","4","RB","8","7","0","41","0","0","0","0","87.5","-1.5","5.13","5.86","7.71","0","0","0","0","0","0","0","0","0","0","0","6","0","20","0","0","0","3.33","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","13.1","0.2","1.01"
"Gus Edwards","BLT","5","RB","6","6","0","87","0","0","0","0","100","6.83","14.5","14.5","7.67","2","2","0","33.3","33.3","0","0","0","0","0","0","50","0","337","1","2","0","6.74","4.06","12","0.24","0","12","2","24","100","2","0","4","0","0","0","63.4","0.56","1.13"
"Benny Snell Jr.","PIT","5","RB","6","5","0","28","0","0","0","0","83.3","-2","4.67","5.6","8","0","0","0","0","0","0","0","0","0","0","0","38","0","113","0","1","0","2.97","2.16","4","0.11","0","9","1","23.7","100","7","1","18.4","100","0","0","25.1","0.21","0.58"
"Josh Jacobs","LV","4","RB","9","6","0","63","0","0","0","2","66.7","1.78","7","10.5","9.33","0","0","0","0","0","0","0","0","0","0","0","67","0","283","0","3","0","4.22","2.96","12","0.18","0","23","2","34.3","66.7","8","2","11.9","66.7","0","0","58.6","0.39","0.8"
"Ito Smith","ATL","5","RB","8","6","0","22","0","0","0","0","75","-1","2.75","3.67","5.17","1","0","0","12.5","0","0","0","0","0","0","0","38","0","157","0","0","0","4.13","1.82","3","0.08","1","1","0","2.6","0","0","0","0","0","0","0","23.9","0.21","0.54"
"Myles Gaskin","MIA","3","RB","12","11","1","190","0","2","1","1","91.7","0.75","15.83","17.27","17.36","1","1","1","8.3","9.1","50","0","0","0","0","0","42","0","197","0","1","0","4.69","2.43","8","0.19","1","12","1","28.6","100","5","1","11.9","100","0","0","67.7","0.45","1.28"
"Dexter Williams","GB","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Devine Ozigbo","JAX","4","RB","6","6","0","37","0","0","0","0","100","0.17","6.17","6.17","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.47","1.4"
"Ke'Shawn Vaughn","TB","4","RB","2","1","0","7","0","0","0","1","50","1","3.5","7","6","0","0","0","0","0","0","0","0","0","0","0","18","0","63","0","0","0","3.5","2.44","3","0.17","0","1","0","5.6","0","0","0","0","0","0","0","8","0.15","0.42"
"Justice Hill","BLT","5","RB","2","2","0","12","0","0","0","0","100","0","6","6","6","1","1","0","50","50","0","0","0","0","0","0","3","0","25","0","0","0","8.33","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7","0.19","1.14"
"LeVante Bellamy","DEN","2","RB","1","1","0","5","0","0","0","0","100","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","4","0","11","0","0","0","2.75","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.29","0.52"
"Chase Edmonds","ARZ","5","RB","19","13","0","91","0","1","0","0","68.4","0.11","4.79","7","7.23","2","2","1","10.5","15.4","100","0","0","0","0","0","27","0","104","0","0","0","3.85","2.63","6","0.22","0","6","0","22.2","0","0","0","0","0","0","0","38.5","0.26","0.96"
"Alexander Mattison","MIN","2","RB","4","4","0","64","0","1","0","0","100","1","16","16","15","0","0","0","0","0","0","0","0","0","0","0","22","0","96","0","1","0","4.36","2.77","5","0.23","0","5","1","22.7","100","2","1","9.1","100","0","0","32","0.57","1.23"
"Nick Chubb","CLV","5","RB","11","10","0","101","0","0","0","0","90.9","2.36","9.18","10.1","9.8","2","2","0","18.2","20","0","0","0","0","0","0","75","1","348","1","6","1","4.64","3.48","25","0.33","0","20","5","26.7","83.3","6","3","8","50","0","0","93.9","0.49","1.1"
"Trayveon Williams","CIN","4","RB","4","4","0","17","0","0","0","0","100","-2.5","4.25","4.25","6.75","0","0","0","0","0","0","0","0","0","0","0","20","1","137","0","0","0","6.85","5.65","6","0.3","1","1","0","5","0","0","0","0","0","0","0","19.4","0.4","0.81"
"Ty Johnson","NYJ","5","RB","10","10","0","75","0","1","0","0","100","-1.9","7.5","7.5","9.4","1","1","1","10","10","100","0","0","0","0","0","46","0","194","1","1","0","4.22","2.07","3","0.07","0","10","1","21.7","100","4","1","8.7","100","0","0","51.9","0.39","0.93"
"Ryan Nall","CHI","5","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Artavis Pierce","CHI","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","25","0","1","0","8.33","7.33","1","0.33","0","1","1","33.3","100","1","1","33.3","100","0","0","8.5","1.42","2.83"
"Royce Freeman","DEN","5","RB","3","3","0","8","0","0","0","0","100","0","2.67","2.67","2.67","0","0","0","0","0","0","0","0","0","0","0","5","0","41","0","0","0","8.2","4.4","0","0","0","1","0","20","0","0","0","0","0","0","0","7.9","0.13","0.99"
"Kalen Ballage","LAC","5","RB","9","6","0","23","0","0","0","1","66.7","-0.67","2.56","3.83","5.67","0","0","0","0","0","0","0","0","0","0","0","39","0","109","0","2","0","2.79","2.23","8","0.21","1","7","2","17.9","100","5","2","12.8","100","0","0","31.2","0.28","0.69"
"D'Ernest Johnson","CLV","2","RB","1","1","0","5","0","0","0","0","100","0","5","5","5","1","1","0","100","100","0","0","0","0","0","0","4","0","24","0","0","0","6","2.25","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9","0.56","0.78"
"David Montgomery","CHI","5","RB","21","19","0","186","0","0","0","0","90.5","0.71","8.86","9.79","9.21","4","3","0","19","15.8","0","0","0","0","0","0","105","1","495","2","7","1","4.71","3.33","21","0.2","0","26","6","24.8","85.7","6","3","5.7","42.9","0","0","135.1","0.5","1.09"
"Jason Huntley","PHI","1","RB","1","1","0","0","0","0","0","0","100","-2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","2.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.07","0.5"
"Josh Adams","NYJ","4","RB","5","4","0","15","0","0","0","1","80","-1.2","3","3.75","4","0","0","0","0","0","0","0","0","0","0","0","25","0","148","0","1","0","5.92","4.32","3","0.12","0","4","1","16","100","3","1","12","100","0","0","26.3","0.47","0.91"
"Darrell Henderson","LA","4","RB","3","3","0","30","0","0","0","0","100","-3","10","10","13","0","0","0","0","0","0","0","0","0","0","0","18","0","114","0","1","0","6.33","2.39","5","0.28","0","1","0","5.6","0","0","0","0","0","0","0","23.4","0.38","1.11"
"Rico Dowdle","DAL","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","11","0","0","0","2.75","2.25","0","0","0","1","0","25","0","0","0","0","0","0","0","1.1","0.11","0.28"
"Darrynton Evans","TEN","3","RB","3","2","0","27","0","1","0","0","66.7","0.67","9","13.5","14.5","1","1","1","33.3","50","100","0","0","0","0","0","9","0","33","0","0","0","3.67","2.56","1","0.11","0","5","0","55.6","0","3","0","33.3","0","0","0","14","0.7","1.27"
"Miles Sanders","PHI","4","RB","12","9","0","74","0","0","0","0","75","-0.67","6.17","8.22","9.67","0","0","0","0","0","0","0","0","0","0","0","56","1","267","1","3","1","4.77","3.39","6","0.11","1","11","2","19.6","66.7","4","2","7.1","66.7","0","1","64.1","0.3","0.99"
"Tony Jones Jr.","NO","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","13","0","0","0","4.33","2.67","1","0.33","0","0","0","0","0","0","0","0","0","0","0","1.3","0.26","0.43"
"Devin Singletary","BUF","5","RB","10","10","0","62","0","0","0","0","100","0","6.2","6.2","6.2","3","3","0","30","30","0","0","0","0","0","0","46","1","204","0","1","1","4.43","3.89","10","0.22","0","8","0","17.4","0","2","0","4.3","0","0","0","42.6","0.23","0.76"
"Zack Moss","BUF","5","RB","4","3","0","18","0","0","0","0","75","2.5","4.5","6","7.33","0","0","0","0","0","0","0","0","0","0","0","44","0","198","0","1","0","4.5","2.73","5","0.11","0","12","1","27.3","100","3","1","6.8","100","0","0","30.6","0.21","0.65"
"Antonio Williams","BUF","1","RB","1","1","0","20","0","0","0","0","100","5","20","20","15","1","1","0","100","100","0","0","0","0","0","0","12","0","63","0","2","0","5.25","3.08","3","0.25","0","3","2","25","100","2","1","16.7","50","0","0","21.3","0.76","1.64"
"Boston Scott","PHI","5","RB","8","4","0","32","0","0","0","0","50","5.75","4","8","9.5","1","0","0","12.5","0","0","0","0","0","0","0","22","0","97","0","0","0","4.41","2.05","0","0","0","5","0","22.7","0","0","0","0","0","0","0","16.9","0.17","0.65"
"Damien Harris","NE","2","RB","3","2","0","15","0","0","0","0","66.7","-3.33","5","7.5","11","0","0","0","0","0","0","0","0","0","0","0","27","0","130","0","0","0","4.81","2.81","2","0.07","1","8","0","29.6","0","0","0","0","0","0","0","16.5","0.3","0.57"
"Kerryon Johnson","DET","5","RB","7","5","0","35","0","0","0","1","71.4","-2.14","5","7","8.6","0","0","0","0","0","0","0","0","0","0","0","5","0","6","0","1","0","1.2","1","0","0","0","2","1","40","100","1","1","20","100","0","0","15.1","0.21","1.51"
"Ronald Jones","TB","2","RB","2","1","0","4","0","0","0","0","50","0.5","2","4","5","0","0","0","0","0","0","0","0","0","0","0","30","0","158","0","2","0","5.27","3.37","5","0.17","0","5","2","16.7","100","2","2","6.7","100","0","0","29.2","0.42","0.94"
"Mike Boone","MIN","4","RB","1","1","0","4","0","0","0","0","100","-3","4","4","7","0","0","0","0","0","0","0","0","0","0","0","8","0","41","0","1","0","5.13","3.38","4","0.5","0","5","1","62.5","100","3","1","37.5","100","0","0","11.5","0.55","1.28"
"Justin Jackson","LAC","3","RB","5","4","0","42","0","0","0","0","80","-3.8","8.4","10.5","14.75","0","0","0","0","0","0","0","0","0","0","0","14","0","85","0","0","0","6.07","3.93","4","0.29","0","5","0","35.7","0","0","0","0","0","1","1","16.7","0.41","0.93"
"Jeff Wilson Jr.","SF","5","RB","17","7","0","58","0","2","0","4","41.2","2.53","3.41","8.29","5.43","4","2","2","23.5","28.6","100","2","1","11.8","14.3","50","76","0","397","1","3","0","5.22","3.55","9","0.12","1","14","3","18.4","100","6","2","7.9","66.7","0","0","85.5","0.43","1.03"
"Patrick Laird","MIA","4","RB","6","5","0","32","0","0","0","0","83.3","3","5.33","6.4","3.2","1","1","0","16.7","20","0","0","0","0","0","0","9","0","45","0","0","0","5","3.11","0","0","0","1","0","11.1","0","0","0","0","0","0","0","12.7","0.18","0.91"
"Sony Michel","NE","5","RB","6","5","0","91","0","1","0","0","83.3","-0.67","15.17","18.2","17.6","0","0","0","0","0","0","0","0","0","0","0","53","0","276","0","0","0","5.21","3.06","9","0.17","0","7","0","13.2","0","1","0","1.9","0","0","0","47.7","0.4","0.82"
"Rashaad Penny","SEA","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","34","0","0","0","3.09","2.09","1","0.09","0","2","0","18.2","0","0","0","0","0","0","0","3.4","0.09","0.31"
"Tony Pollard","DAL","5","RB","18","13","0","104","0","1","0","0","72.2","-0.5","5.78","8","10","3","2","1","16.7","15.4","100","1","0","5.6","0","0","45","1","157","0","2","1","3.49","3.13","7","0.16","0","9","1","20","50","2","1","4.4","50","0","0","57.1","0.34","0.98"
"Jordan Wilkins","IND","2","RB","4","3","0","10","0","0","0","0","75","-0.75","2.5","3.33","8.67","1","1","0","25","33.3","0","0","0","0","0","0","6","0","15","0","0","0","2.5","1.33","1","0.17","0","0","0","0","0","0","0","0","0","0","0","5.5","0.29","0.61"
"La'Mical Perine","NYJ","1","RB","2","1","0","14","0","0","0","0","50","9.5","7","14","18","1","0","0","50","0","0","0","0","0","0","0","9","0","30","0","0","0","3.33","2.11","1","0.11","0","2","0","22.2","0","0","0","0","0","0","0","5.4","0.28","0.54"
"Rodney Smith","CAR","4","RB","8","8","0","57","0","0","0","0","100","1.63","7.13","7.13","5.5","0","0","0","0","0","0","0","0","0","0","0","23","0","96","0","1","0","4.17","2.48","1","0.04","0","4","1","17.4","100","1","1","4.3","100","0","0","29.3","0.29","0.95"
"J.J. Taylor","NE","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","40","0","0","0","5.71","4.29","2","0.29","0","1","0","14.3","0","0","0","0","0","0","0","4","0.16","0.57"
"James Robinson","JAX","3","RB","13","13","0","64","0","1","0","0","100","-1.15","4.92","4.92","6.08","2","2","1","15.4","15.4","100","0","0","0","0","0","46","1","180","0","1","0","3.91","3.33","8","0.17","0","3","1","6.5","100","2","1","4.3","100","0","0","49.4","0.36","0.84"
"Joshua Kelley","LAC","3","RB","2","2","0","3","0","0","0","0","100","-3","1.5","1.5","4.5","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.34","0.78"
"Darrel Williams","KC","5","RB","9","6","0","34","0","0","0","1","66.7","-0.22","3.78","5.67","8","2","2","0","22.2","33.3","0","0","0","0","0","0","19","0","89","0","0","0","4.68","2.58","2","0.11","0","1","0","5.3","0","0","0","0","0","0","0","18.3","0.17","0.73"
"Buddy Howell","HST","4","RB","2","1","0","3","0","0","0","0","50","7.5","1.5","3","8","1","0","0","50","0","0","0","0","0","0","0","16","0","64","0","0","0","4","2.38","1","0.06","0","1","0","6.3","0","0","0","0","0","0","0","7.7","0.2","0.45"
"Phillip Lindsay","DEN","3","RB","5","5","0","14","0","0","0","0","100","-3.2","2.8","2.8","6","0","0","0","0","0","0","0","0","0","0","0","36","0","88","0","0","0","2.44","1.97","4","0.11","0","3","0","8.3","0","0","0","0","0","0","0","15.2","0.19","0.37"
"Dare Ogunbowale","JAX","5","RB","14","9","0","49","0","0","0","0","64.3","0.57","3.5","5.44","6.44","0","0","0","0","0","0","0","0","0","0","0","32","0","145","0","0","0","4.53","3.16","7","0.22","0","3","0","9.4","0","1","0","3.1","0","0","0","28.4","0.19","0.69"
"Matt Breida","MIA","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","86","0","0","0","7.17","3.42","1","0.08","0","2","0","16.7","0","0","0","0","0","0","0","8.6","0.48","0.72"
"Corey Clement","PHI","3","RB","1","1","0","7","0","0","0","0","100","-3","7","7","10","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","3","0","0","0","1","0","100","0","1","0","100","0","0","0","1.8","0.11","0.9"
"Austin Ekeler","LAC","5","RB","29","26","0","174","0","2","0","0","89.7","-1.14","6","6.69","8.08","6","6","2","20.7","23.1","100","0","0","0","0","0","53","0","238","0","0","0","4.49","3","12","0.23","1","10","0","18.9","0","1","0","1.9","0","0","0","79.2","0.4","1"
"Chris Carson","SEA","5","RB","19","13","0","122","0","1","0","3","68.4","1.84","6.42","9.38","7.69","1","1","1","5.3","7.7","100","0","0","0","0","0","67","0","317","0","1","0","4.73","2.9","12","0.18","0","7","1","10.4","100","1","1","1.5","100","0","0","68.9","0.37","0.86"
